time,action,udid,result,message,backup_path
2025-08-13 14:35:23,backup,db7e25610fb37d8fcb7976562bcd516566075f96,FAIL,No device found with udid db7e25610fb37d8fcb7976562bcd516566075f96.,D:\iphone_tool\backups\20250813-143523\db7e25610fb37d8fcb7976562bcd516566075f96
